"TANGGAL","CUSTOMER_CODE","NAME_1","CUSTOMER_SINCE","RT_RW","RESIDENCE","TAX_ID","SECTOR","TOWN_COUNTRY","COUNTRY","CUSTOMER_RATING","SMS_1","PHONE_1","PROVINCE","DISTRICT_CODE","POST_CODE","FUND_SOURCE","MOTH_MAIDEN","PLACE_BIRTH","DATE_OF_BIRTH","GENDER","EMPLOYERS_BUSS","EMPLOYMENT_STATUS","OCCUPATION","MARITAL_STATUS","EDUCATION","RELIGION","LEGAL_ID_NO","LEGAL_TYPE","NATIONALITY","RESIDE_Y_N","GUARANTOR_CODE","SID_RELATI_BANK","LBU_CUST_TYPE","EMPLOYERS_NAME","EMPLOYERS_ADD","STREET","FUND_SOURCE_AMT","COMPANY_BOOK","SHORT_NAME","BUSINESS_TYPE","FIRST_REG_NO","FIRST_REG_DATE","LEGAL_ID","LEGAL_ISS_DATE","LEGAL_EXP_DATE","SID_ECO_SECTOR","ACCOUNT_OFFICER","ADDR_PHONE_AREA","TAXABLE","OFF_PHONE","CUST_TYPE","KOLEK","JOB_TITLE","EMAIL","RISK_LEVEL_ID"
"2025-05-19",11198585,PD Permata,"2018-07-14","008/008",Gang Sentot Alibasa No. 9,"515-31-1838","56",Batam,Indonesia,A,"6159951959888",(0388) 452-9550,Papua,"6180","34973",Learning mentor,Endah,Samarinda,"1961-03-01",F,UD Suryono Tbk,Contract,Restaurant manager,Married,S1,Islam,"6409459246307825",KTP,ID,N,"4198","1735","1",Perum Firmansyah (Persero) Tbk,"Gang PHH. Mustofa No. 98
Bengkulu, Sumatera Utara 76128",Jalan Asia Afrika,39683.87,"878",Tbk,"37",CN 0903 JBR,"2024-02-25",D 504 VD,"2024-12-07","2029-10-16","9116","3277",+62 (54) 258 2203,N,+62 (0601) 370-1555,P,"4",Clinical molecular geneticist,gada76@example.org,"2"
"2025-05-19",10950389,CV Wibowo Suryatmi (Persero) Tbk,"2019-03-02","007/009",Gg. Peta No. 4,"351-96-2056","41",Ambon,Indonesia,C,"9601496737501",(095) 379 0507,Bengkulu,"1234","27662",Restaurant manager,Jelita,Palangkaraya,"1983-06-09",F,Perum Kurniawan Saptono (Persero) Tbk,Permanent,Ecologist,Divorced,S1,Buddha,"2089504718199649",KTP,ID,N,"7339","3246","2",PT Prakasa,"Jalan Rajawali Barat No. 82
Serang, Jawa Tengah 88224",Gang Ciwastra,44103.24,"787",(Persero) Tbk,"25",DG 241 TB,"2022-11-26",M 8465 JDC,"2023-04-16","2044-01-07","6053","9553",+62 (759) 804 7085,Y,+62 (039) 405-0711,C,"4",Clinical research associate,fsaefullah@example.org,"3"
"2025-05-19",10435632,UD Wijayanti Simbolon (Persero) Tbk,"2025-04-30","007/008",Jl. Rajawali Timur No. 294,"488-37-8695","84",Banjar,Indonesia,A,"5677507676636",(002) 245 9110,Jawa Barat,"3046","61882",Local government officer,Putri,Tebingtinggi,"2002-04-04",F,UD Dabukke,Contract,Clinical research associate,Single,S1,Buddha,"7159265803739991",KTP,ID,N,"1734","3590","1",CV Sitompul (Persero) Tbk,"Jalan Ciwastra No. 11
Padang Sidempuan, SS 60181",Gang Erlangga,89787.75,"842",Tbk,"64",DK 4221 RW,"2022-01-19",ED 600 XE,"2024-04-26","2033-08-23","3164","4379",+62 (54) 577-3466,Y,+62-135-509-7971,P,"3",Chartered certified accountant,jonoanggriawan@example.net,"1"
"2025-05-19",10362621,PD Wulandari,"2017-09-14","005/003",Gang Rajiman No. 0,"433-57-8394","26",Semarang,Indonesia,B,"2703869222183",+62-71-685-7100,Bengkulu,"3480","54770","Doctor, hospital",Wulan,Purwokerto,"1969-01-05",F,PT Uyainah,Permanent,Furniture conservator/restorer,Single,S2,Hindu,"8538284985090174",KTP,ID,N,"7397","2024","2",PT Hasanah Hidayanto,"Jl. Pelajar Pejuang No. 7
Dumai, JT 41572",Jl. Jend. A. Yani,18795.53,"371",(Persero) Tbk,"8",EK 2970 WJ,"2024-07-09",IO 0510 EHR,"2024-05-09","2040-01-31","6562","3460",+62 (0379) 447 5339,Y,"0817131019",C,"2",Restaurant manager,narji87@example.org,"2"
"2025-05-19",10397949,PT Tamba Santoso Tbk,"2023-12-24","004/002",Gang Gegerkalong Hilir No. 8,"839-65-6879","25",Kota Administrasi Jakarta Barat,Indonesia,C,"3791681423516",+62 (093) 542 8930,Aceh,"2950","77506",Restaurant manager,Siti,Bitung,"1992-01-05",F,CV Lailasari Anggraini Tbk,Contract,"Education officer, environmental",Married,SMA,Hindu,"9653034587726470",KTP,ID,Y,"5721","3447","1",Perum Pradana,"Gang Pacuan Kuda No. 16
Malang, Papua Barat 73580",Gang Medokan Ayu,15792.88,"744",Tbk,"92",KI 229 IID,"2020-02-29",AI 5208 UG,"2024-08-19","2029-09-30","3024","1108",+62 (46) 306-8996,Y,+62 (070) 614-6428,P,"5",Games developer,dadi37@example.com,"2"
"2025-05-19",10345330,PD Sudiati Nuraini Tbk,"2025-03-06","005/004",Gg. Rajawali Timur No. 4,"498-93-6947","93",Bengkulu,Indonesia,A,"6659841981148",+62-0874-068-5488,Sumatera Barat,"5541","93974",Ship broker,Silvia,Sungai Penuh,"2005-02-18",M,PT Zulaika Adriansyah Tbk,Contract,"Solicitor, Scotland",Single,S2,Buddha,"3003613032514815",KTP,ID,N,"4224","8628","2",PD Pratama,"Jl. Kapten Muslihat No. 3
Kediri, Banten 80948",Jl. Cihampelas,59582.35,"558",(Persero) Tbk,"20",WC 5124 PJK,"2025-02-21",HK 1395 KP,"2024-10-26","2031-05-30","5976","1739",+62 (013) 250-8968,Y,+62-001-995-8526,P,"1",Consulting civil engineer,jaiman71@example.org,"2"
"2025-05-19",10698109,UD Saputra Sihombing,"2019-06-18","009/003",Jl. Kapten Muslihat No. 1,"247-22-2477","30",Parepare,Indonesia,A,"1942783186984",+62 (058) 839 8036,Riau,"4555","74498",Conference centre manager,Zamira,Tual,"1988-11-17",M,PD Pradipta Rahmawati,Freelance,Geophysical data processor,Single,S2,Islam,"1384021444561423",KTP,ID,N,"3467","6091","1",PT Nainggolan,"Jalan H.J Maemunah No. 4
Surabaya, KS 43303",Gg. Pasir Koja,97368.98,"353",(Persero) Tbk,"60",R 679 UM,"2025-05-16",A 7454 YAO,"2023-03-03","2028-08-13","9508","8130",+62 (041) 423 3602,Y,+62 (028) 149 3938,C,"3",Accommodation manager,tpradana@example.org,"3"
"2025-05-19",10986035,Perum Nuraini,"2024-10-23","008/008",Gg. Soekarno Hatta No. 1,"390-94-9680","37",Sabang,Indonesia,B,"7019947318783",+62-096-505-6454,Jawa Tengah,"3088","64658",Chief Technology Officer,Intan,Tanjungbalai,"1967-06-22",M,Perum Oktaviani (Persero) Tbk,Freelance,Accommodation manager,Married,S2,Kristen,"7746260589979563",KTP,ID,N,"3442","6153","2",PT Padmasari Thamrin Tbk,"Gg. Pasteur No. 09
Kota Administrasi Jakarta Barat, Jawa Tengah 72732",Jl. Tubagus Ismail,30247.34,"191",(Persero) Tbk,"17",C 3974 FDF,"2024-12-15",UC 883 SV,"2023-10-22","2043-01-13","6274","4319",+62 (693) 501 6771,N,+62-076-800-7974,P,"1","Production assistant, television",esaptono@example.com,"2"
"2025-05-19",11161178,CV Gunarto Wahyudin,"2016-06-12","009/009",Gg. Waringin No. 619,"313-30-5122","97",Bengkulu,Indonesia,A,"1300220580311",(000) 007 2745,Sumatera Utara,"1413","53400","Administrator, sports",Zahra,Sawahlunto,"2006-05-16",M,PT Kuswoyo Sihombing (Persero) Tbk,Permanent,Restaurant manager,Married,S1,Hindu,"5990155987063856",KTP,ID,Y,"9368","8728","1",PT Budiman,"Gang Gedebage Selatan No. 622
Bandung, SR 72831",Jalan Stasiun Wonokromo,1704.42,"269",(Persero) Tbk,"57",C 671 FBC,"2020-12-27",LZ 424 ASP,"2025-02-05","2040-02-01","7499","8746",(099) 782-1353,N,+62 (15) 269-0082,C,"4",Computer games developer,oktavianimursinin@example.net,"3"
"2025-05-19",11115864,PT Mustofa Tbk,"2020-12-16","001/009",Jalan KH Amin Jasuta No. 67,"384-92-5050","17",Pariaman,Indonesia,C,"4111367614896",+62-081-523-3289,Nusa Tenggara Barat,"9945","74899",Operational researcher,Wani,Tual,"1980-06-23",F,PD Waskita Tbk,Contract,Mudlogger,Divorced,S2,Buddha,"7511832185132677",KTP,ID,Y,"1911","8743","2",CV Agustina Suwarno,"Jalan Cikutra Barat No. 93
Sibolga, Nusa Tenggara Timur 13905",Gg. Moch. Ramdan,21553.11,"701",(Persero) Tbk,"28",T 8269 RDF,"2024-02-15",DA 0702 RQB,"2021-06-04","2031-03-28","7390","6896",+62-0583-562-0421,Y,+62-039-816-5499,P,"3",Social researcher,laksmiwatiani@example.net,"3"
"2025-05-19",11021094,UD Pradipta Sudiati (Persero) Tbk,"2021-01-08","003/007",Jl. Peta No. 377,"214-67-8188","17",Cilegon,Indonesia,A,"6560919583731",+62 (0719) 112-8176,Jawa Barat,"1564","73014",Nutritional therapist,Yuni,Ternate,"1999-07-16",F,CV Yuliarti Prakasa (Persero) Tbk,Freelance,"Engineer, technical sales",Single,S1,Hindu,"1034158819229805",KTP,ID,Y,"1249","7351","1",CV Oktaviani Natsir (Persero) Tbk,"Gang Lembong No. 7
Metro, Jawa Barat 42815",Gg. Pasir Koja,28458.93,"294",(Persero) Tbk,"46",PB 5325 BHS,"2021-03-16",JY 2618 ARI,"2023-05-23","2034-04-17","3332","7257",+62-0366-685-5611,N,+62 (778) 625-5336,C,"4",Radio producer,suartinigamblang@example.net,"2"
"2025-05-19",10728727,CV Riyanti,"2022-07-30","005/004",Gang H.J Maemunah No. 8,"524-53-7487","28",Medan,Indonesia,A,"170367310809",+62 (0787) 322-3546,Jambi,"8845","22672","Engineer, petroleum",Ira,Bengkulu,"1971-04-20",M,PT Saputra,Freelance,Accounting technician,Married,SMA,Kristen,"3189101102368384",KTP,ID,N,"8387","3697","2",CV Wahyuni Tbk,"Jalan Sentot Alibasa No. 72
Tanjungpinang, Jawa Tengah 85515",Gg. Siliwangi,84358.03,"479",Tbk,"4",W 768 EAJ,"2023-03-30",YJ 8901 SK,"2021-10-02","2043-03-21","2511","1412",(0696) 404 9932,Y,"0892624601",P,"3",Corporate investment banker,lukmanhalim@example.org,"1"
"2025-05-19",10688589,UD Halim,"2018-07-08","005/005",Gang Jend. A. Yani No. 814,"689-36-3775","77",Tangerang,Indonesia,C,"5649971034306",+62-85-292-3998,Papua,"9131","57749",Conference centre manager,Tantri,Batam,"1985-04-14",F,PD Rahmawati Mandala Tbk,Freelance,Community education officer,Divorced,S1,Islam,"5779971039019339",KTP,ID,Y,"8801","9384","2",Perum Januar Tbk,"Jalan Medokan Ayu No. 3
Bontang, Kepulauan Riau 10115",Gang Stasiun Wonokromo,6315.05,"728",(Persero) Tbk,"17",FA 477 FVA,"2020-05-03",ZY 7903 CAM,"2025-04-24","2045-06-23","2894","7002",+62 (377) 983 2137,Y,+62-60-362-1884,C,"5",Radio broadcast assistant,sinagahardana@example.net,"2"
"2025-05-19",10947892,CV Safitri Tampubolon,"2020-04-06","004/008",Jalan KH Amin Jasuta No. 3,"714-43-6810","56",Sukabumi,Indonesia,A,"9324536638722",+62 (017) 409-8307,Nusa Tenggara Barat,"9437","26720",Social researcher,Hilda,Tarakan,"1967-02-23",F,UD Utama Tbk,Contract,Horticultural therapist,Divorced,SMA,Kristen,"2058568625325430",KTP,ID,Y,"3742","4050","1",PT Sinaga Padmasari (Persero) Tbk,"Gg. Lembong No. 7
Mojokerto, KU 93808",Gang Raya Ujungberung,87223.43,"330",Tbk,"34",BF 0394 FVP,"2023-01-16",IG 4607 MU,"2024-09-10","2046-07-08","1671","8192",+62-0542-581-2082,Y,+62 (032) 913-7608,C,"4",Restaurant manager,purnawatidewi@example.com,"1"
"2025-05-19",10119571,PT Suryatmi,"2022-10-06","002/005",Jalan PHH. Mustofa No. 8,"052-69-0328","94",Tual,Indonesia,C,"510151106100","081 976 6049",Jambi,"9607","38618",TEFL teacher,Devi,Bogor,"2004-04-08",F,UD Yuniar,Freelance,Horticultural consultant,Married,S1,Buddha,"7512718634463314",KTP,ID,N,"5191","1104","2",UD Prakasa (Persero) Tbk,"Jalan Ciwastra No. 214
Cirebon, JB 14088",Jl. Ir. H. Djuanda,2781.88,"413",Tbk,"50",O 1592 JUF,"2020-02-06",O 764 KNJ,"2021-04-05","2037-02-18","7735","6787",+62 (071) 650 1058,N,(070) 580 9418,P,"1","Journalist, magazine",fhidayanto@example.org,"3"
"2025-05-19",10812787,Perum Wijaya,"2021-10-24","008/007",Gg. Waringin No. 3,"444-73-0436","92",Kota Administrasi Jakarta Selatan,Indonesia,A,"3591643211986",+62-0085-629-2423,Sulawesi Selatan,"3655","82040","Surveyor, minerals",Paulin,Mojokerto,"1966-12-28",M,CV Pradana (Persero) Tbk,Permanent,Horticultural consultant,Single,S2,Kristen,"6233439644369566",KTP,ID,Y,"9248","7804","1",PT Kusumo Marpaung,"Gg. Rumah Sakit No. 817
Denpasar, Nusa Tenggara Timur 09252",Gang Jakarta,48595.37,"810",Tbk,"34",H 8011 GNE,"2022-12-07",M 4337 PP,"2023-10-21","2038-12-17","8214","3189",(014) 922 0182,N,+62-04-682-9091,C,"2",Planning and development surveyor,hastutihasta@example.net,"3"
"2025-05-19",10651795,UD Mulyani Firmansyah Tbk,"2021-11-04","004/004",Jl. Stasiun Wonokromo No. 2,"647-34-0452","2",Banjarmasin,Indonesia,B,"3388731677621",+62-058-168-7070,Sumatera Barat,"6900","94390","Conservator, furniture",Sadina,Tegal,"1988-04-17",F,UD Mangunsong Anggriawan,Freelance,Oceanographer,Single,S2,Islam,"4623564694465980",KTP,ID,N,"7505","1531","2",Perum Laksmiwati Tbk,"Jalan Otto Iskandardinata No. 884
Tanjungpinang, YO 75323",Gg. Pelajar Pejuang,54764.98,"238",(Persero) Tbk,"13",NW 1140 XAY,"2025-02-10",DE 8302 PDB,"2023-04-06","2039-01-26","3977","4315",+62 (824) 140 8808,N,(027) 709-4933,C,"2",Accommodation manager,ukuswoyo@example.org,"2"
"2025-05-19",10433833,PT Nashiruddin,"2020-04-17","009/005",Gang Merdeka No. 30,"642-91-2848","75",Binjai,Indonesia,C,"2185144419147","0873530422",Jawa Tengah,"2500","24741",Fitness centre manager,Hamima,Denpasar,"1981-06-29",F,CV Wahyuni,Contract,Trade union research officer,Married,SMA,Kristen,"3354376375329914",KTP,ID,Y,"2939","1476","2",PD Megantara Tbk,"Jl. M.T Haryono No. 0
Padang Sidempuan, JK 60383",Jalan Pelajar Pejuang,75186.79,"479",Tbk,"72",Z 603 JH,"2020-07-09",AP 780 IKT,"2020-03-18","2033-11-23","2447","8763",(0764) 317 1505,Y,+62 (92) 850 5472,C,"5",Mudlogger,susantitri@example.org,"3"
"2025-05-19",10305060,Perum Laksmiwati,"2024-12-06","004/007",Gg. Yos Sudarso No. 06,"834-91-2765","33",Batu,Indonesia,C,"8112322364454",(0782) 301 2353,Nusa Tenggara Timur,"9667","22431",Dietitian,Ika,Bekasi,"1976-08-13",M,PT Ramadan (Persero) Tbk,Freelance,Race relations officer,Married,S2,Hindu,"4149033855157740",KTP,ID,N,"7099","5227","1",PT Zulkarnain Tbk,"Gang Kebonjati No. 496
Bontang, Sumatera Selatan 22002",Gg. Siliwangi,8251.9,"253",(Persero) Tbk,"64",N 9444 EO,"2022-06-14",WX 1754 QL,"2024-11-15","2038-05-28","4233","2710",(066) 743 3433,Y,"089 760 9812",C,"2",Wellsite geologist,vlestari@example.net,"3"
"2025-05-19",10216467,PT Haryanti Tarihoran,"2017-08-05","007/006",Gang M.H Thamrin No. 85,"587-19-7092","74",Purwokerto,Indonesia,B,"2181721602766",+62 (0100) 585-2683,Maluku Utara,"3904","74076",Archaeologist,Shakila,Bima,"1966-07-27",F,Perum Rahimah,Contract,"Scientist, research (physical sciences)",Married,S2,Buddha,"5396558202891562",KTP,ID,N,"4434","6912","2",PD Safitri Tamba,"Gang Sadang Serang No. 24
Semarang, Kepulauan Bangka Belitung 88308",Jalan PHH. Mustofa,8118.36,"854",(Persero) Tbk,"40",IV 0993 DSU,"2023-04-27",PN 338 CGY,"2021-01-15","2047-04-06","2463","8954","080 077 8515",N,(000) 877-7092,P,"5",Audiological scientist,jane60@example.net,"2"
"2025-05-19",11033521,UD Setiawan Adriansyah,"2017-04-22","004/009",Jl. M.H Thamrin No. 854,"829-21-5322","4",Subulussalam,Indonesia,C,"8356756945210","080 542 7704",Papua,"9919","49030",Warden/ranger,Maya,Mataram,"1967-06-28",M,PT Habibi Rajasa Tbk,Contract,Television/film/video producer,Married,SMA,Kristen,"6474623874591596",KTP,ID,Y,"9028","7652","1",CV Hastuti (Persero) Tbk,"Jl. Ir. H. Djuanda No. 59
Sawahlunto, Kalimantan Barat 77626",Jalan W.R. Supratman,36968.63,"29",Tbk,"5",MZ 4555 QH,"2023-10-07",KQ 203 YUL,"2023-01-06","2038-04-06","2539","2228",+62 (48) 903-4007,Y,+62 (0400) 067 2865,P,"5",Health visitor,asusanti@example.net,"1"
"2025-05-19",10108235,PD Salahudin (Persero) Tbk,"2017-05-12","006/005",Gang Joyoboyo No. 05,"379-06-0571","68",Bandung,Indonesia,A,"4393141598104",+62 (034) 474-6833,Jawa Timur,"6043","47101",Water quality scientist,Yani,Pasuruan,"1988-04-21",M,UD Mahendra Tbk,Freelance,Soil scientist,Single,S1,Hindu,"6570725051636896",KTP,ID,Y,"2222","5285","1",UD Maheswara (Persero) Tbk,"Jl. Jayawijaya No. 5
Tarakan, DKI Jakarta 41006",Jl. Stasiun Wonokromo,9616.06,"885",(Persero) Tbk,"93",T 635 WYH,"2024-08-09",DF 6681 UU,"2023-05-11","2042-05-05","9594","7451","080 446 3407",Y,+62 (041) 014 9748,C,"3","Teacher, secondary school",waskitapaulin@example.net,"2"
"2025-05-19",10475977,PD Halim Winarsih Tbk,"2019-07-24","001/005",Jl. Kutisari Selatan No. 861,"437-55-9253","81",Depok,Indonesia,C,"9884368875636",(0649) 399 9697,Sumatera Selatan,"2467","54908","Designer, ceramics/pottery",Clara,Kota Administrasi Jakarta Barat,"1999-12-16",F,PT Putra,Permanent,"Sales professional, IT",Divorced,S2,Islam,"5090975167497032",KTP,ID,N,"8565","4787","2",PT Uwais,"Jalan Cikutra Barat No. 3
Kota Administrasi Jakarta Timur, SB 22228",Jl. Raya Setiabudhi,45756.97,"38",(Persero) Tbk,"75",F 8390 ZU,"2021-09-29",JZ 387 NNE,"2021-01-29","2046-08-11","7461","2936",+62 (005) 003 8277,Y,(031) 337 4956,P,"2",Travel agency manager,zsafitri@example.com,"2"
"2025-05-19",11381350,PT Gunarto Astuti,"2015-12-08","003/007",Gg. Ir. H. Djuanda No. 80,"762-34-2602","40",Jayapura,Indonesia,A,"1443438270760",+62 (0836) 230 9739,Sulawesi Tengah,"3841","17488",Scientific laboratory technician,Zizi,Kotamobagu,"1972-07-24",F,PD Sudiati Budiyanto,Freelance,Control and instrumentation engineer,Married,S2,Buddha,"2425224685669377",KTP,ID,N,"6948","8683","1",UD Sudiati (Persero) Tbk,"Jl. Medokan Ayu No. 554
Prabumulih, Jambi 56254",Jl. Sadang Serang,66792.73,"771",Tbk,"83",IQ 127 MYR,"2024-08-19",O 999 KK,"2023-11-13","2028-12-25","6964","6929",(030) 821-5031,N,+62 (099) 524-8945,P,"2",Educational psychologist,raharjaanggraini@example.com,"2"
"2025-05-19",10587219,Perum Aryani Zulkarnain (Persero) Tbk,"2021-01-16","008/001",Jalan Jakarta No. 6,"746-68-7545","16",Pariaman,Indonesia,A,"2012595810712","082 611 3642",DKI Jakarta,"6499","50403",Counsellor,Bella,Tegal,"1987-11-26",M,Perum Kuswoyo,Contract,Learning disability nurse,Divorced,S1,Kristen,"8281192023291551",KTP,ID,Y,"7778","1075","2",CV Irawan (Persero) Tbk,"Gang Yos Sudarso No. 4
Gorontalo, JK 31992",Jl. Abdul Muis,51289.67,"417",(Persero) Tbk,"66",W 5280 UGS,"2023-07-10",G 8564 WQ,"2022-12-01","2046-03-08","9782","7882",+62 (0673) 010 5611,Y,(0852) 966 4369,P,"5","Civil engineer, contracting",mulyanielma@example.net,"2"
"2025-05-19",11085042,CV Astuti Adriansyah (Persero) Tbk,"2024-12-09","008/004",Jalan Wonoayu No. 72,"102-10-9293","45",Pekalongan,Indonesia,C,"2774748496431",+62 (035) 011-7473,Kalimantan Timur,"7201","72763","Research officer, political party",Halima,Tebingtinggi,"1968-05-03",F,UD Hastuti Namaga Tbk,Permanent,Office manager,Divorced,SMA,Buddha,"3445830432239977",KTP,ID,N,"1836","3756","2",PT Pradipta Mandala,"Jalan Raya Ujungberung No. 378
Bau-Bau, Bengkulu 39729",Jl. Tubagus Ismail,20875.69,"502",Tbk,"51",G 750 YDO,"2021-11-21",FM 041 JNP,"2024-07-31","2050-01-12","9073","7951",+62-0490-066-6966,N,+62 (67) 206-4260,C,"3","Conservation officer, historic buildings",hadisuartini@example.com,"3"
"2025-05-19",10810253,UD Laksita,"2016-10-20","006/009",Jl. Surapati No. 30,"870-02-9006","57",Pekalongan,Indonesia,C,"7447383139016",+62-010-581-8730,Sulawesi Selatan,"7344","60464",Control and instrumentation engineer,Siska,Cilegon,"2002-03-19",F,CV Budiman,Freelance,Glass blower/designer,Divorced,S1,Buddha,"1705327022269860",KTP,ID,N,"6793","4909","2",CV Marbun (Persero) Tbk,"Jl. Pacuan Kuda No. 127
Makassar, JA 32547",Jl. Cikutra Timur,85513.21,"929",Tbk,"33",M 146 FTO,"2023-12-25",UE 449 CS,"2024-03-05","2047-08-28","6238","1591",(032) 280-1021,Y,+62 (925) 360 7206,C,"1",Research scientist (physical sciences),warsitahutapea@example.com,"2"
"2025-05-19",10370109,Perum Prakasa Wahyudin (Persero) Tbk,"2015-05-20","004/008",Gg. Dr. Djunjunan No. 284,"425-60-5262","64",Purwokerto,Indonesia,A,"2567129652450",+62 (907) 795-7535,Gorontalo,"1091","83289",Chiropractor,Elisa,Medan,"1982-03-18",F,PT Putra Gunarto (Persero) Tbk,Freelance,Midwife,Divorced,S2,Buddha,"8912778515354790",KTP,ID,Y,"5238","6452","1",PD Suryatmi Megantara Tbk,"Jalan Setiabudhi No. 7
Batam, BA 68341",Jl. Kendalsari,24465.31,"825",Tbk,"45",II 0178 UU,"2022-11-22",QV 9721 CCF,"2023-10-06","2039-09-13","5581","1533",+62 (08) 925 6649,N,(032) 895-9827,P,"3",Sports therapist,pratiwipuji@example.com,"1"
"2025-05-19",10093977,Perum Mayasari Tbk,"2017-03-02","009/004",Jalan Rungkut Industri No. 52,"097-93-5687","26",Kota Administrasi Jakarta Pusat,Indonesia,C,"1937931106009",+62 (0614) 423-6599,Aceh,"9743","58742","Scientist, product/process development",Najwa,Palopo,"1967-11-24",F,CV Tamba Tbk,Freelance,Graphic designer,Single,SMA,Islam,"4666666183957286",KTP,ID,N,"5963","9599","1",PD Sitorus Tampubolon,"Jalan Kapten Muslihat No. 85
Sibolga, Sulawesi Barat 74950",Gang Otto Iskandardinata,69966.12,"284",(Persero) Tbk,"4",KB 776 SF,"2024-09-01",SD 0296 AB,"2021-07-05","2036-08-02","8777","4627",+62-087-364-9711,N,"0863142042",P,"1",Media buyer,maida70@example.org,"2"
"2025-05-19",10426135,PT Kuswoyo,"2024-10-08","002/006",Jl. Sadang Serang No. 783,"398-95-6634","1",Salatiga,Indonesia,C,"6222929715029",+62-265-737-4691,Kalimantan Barat,"7329","38629",Air cabin crew,Vanya,Tegal,"1985-05-12",M,UD Hardiansyah (Persero) Tbk,Freelance,Research scientist (medical),Married,SMA,Hindu,"1413335211591976",KTP,ID,Y,"7678","6914","1",UD Pertiwi (Persero) Tbk,"Jl. Pelajar Pejuang No. 896
Bukittinggi, JA 98809",Gg. Ronggowarsito,87065.58,"463",Tbk,"81",TJ 564 MDL,"2021-07-11",FY 563 QZ,"2020-02-08","2044-05-06","8075","4374","081 865 1888",Y,(0750) 982-9226,C,"4",Herpetologist,karta27@example.net,"2"
"2025-05-19",10777191,PT Nugroho Namaga (Persero) Tbk,"2017-09-20","005/007",Gang Rungkut Industri No. 10,"878-05-9656","35",Subulussalam,Indonesia,C,"6727281210864",+62 (0425) 455-4363,DKI Jakarta,"7456","66607","Engineer, site",Victoria,Samarinda,"1962-12-16",M,PT Mahendra,Permanent,"Engineer, manufacturing",Single,SMA,Buddha,"8406044880971381",KTP,ID,N,"5332","2826","2",PT Hutasoit Tbk,"Jalan Jend. A. Yani No. 8
Sorong, Kalimantan Tengah 64349",Gg. Ahmad Yani,59868.89,"802",Tbk,"7",LU 0093 SD,"2020-12-26",SA 125 ZSK,"2021-04-01","2043-10-23","5647","2143",(020) 212 2907,Y,+62-85-613-5317,P,"1",Diplomatic Services operational officer,lalitasinaga@example.com,"1"
"2025-05-19",10802298,PT Astuti,"2020-04-23","008/007",Gg. Jend. Sudirman No. 5,"150-67-8309","6",Probolinggo,Indonesia,B,"253577814603",+62-83-947-8927,Kalimantan Tengah,"9737","24440","Radiographer, therapeutic",Nilam,Bekasi,"1962-11-01",F,PD Zulaika Pradana (Persero) Tbk,Permanent,"Biochemist, clinical",Married,S1,Hindu,"8936715558138625",KTP,ID,N,"8795","8689","1",Perum Situmorang,"Gang Jayawijaya No. 91
Ternate, PA 59752",Gang Cikutra Timur,52318.59,"242",Tbk,"3",D 717 PF,"2022-02-07",B 893 NH,"2025-01-03","2038-10-10","7997","2428",+62 (049) 399-8753,N,(0231) 636 7046,C,"2","Administrator, charities/voluntary organisations",uyainahkarja@example.com,"2"
"2025-05-19",10167868,CV Farida Tbk,"2023-10-05","008/006",Jl. Cikutra Barat No. 7,"156-20-9711","35",Lhokseumawe,Indonesia,C,"3877305582066",+62 (0567) 397 1161,Jawa Timur,"8750","79219",Barrister,Febi,Kotamobagu,"1996-07-24",M,PD Yuliarti Mansur Tbk,Contract,Probation officer,Single,S1,Kristen,"1285565546059405",KTP,ID,Y,"8656","1475","2",PD Marbun Laksmiwati (Persero) Tbk,"Gg. H.J Maemunah No. 3
Cimahi, BA 34544",Gg. Cikutra Barat,86211.02,"482",(Persero) Tbk,"43",X 220 BPD,"2020-08-07",Z 4067 KV,"2022-08-14","2037-11-19","8089","8707",+62 (70) 691 5712,Y,(0441) 716 6483,C,"1",Occupational psychologist,najib50@example.net,"3"
"2025-05-19",10776956,CV Sinaga (Persero) Tbk,"2018-05-20","009/002",Jl. Ciumbuleuit No. 9,"852-57-4534","21",Kotamobagu,Indonesia,C,"1325009693159",(0207) 943-1327,Jawa Tengah,"3987","41346","Scientist, water quality",Oni,Pariaman,"1987-04-26",F,CV Widiastuti Tbk,Permanent,Diagnostic radiographer,Single,S2,Islam,"2689778120275603",KTP,ID,N,"8564","5154","2",PT Rahimah Suwarno,"Jl. Otto Iskandardinata No. 750
Pagaralam, MA 57737",Gg. Jayawijaya,60223.94,"603",(Persero) Tbk,"67",K 211 PHG,"2023-07-09",Q 8687 GCE,"2022-06-28","2030-01-13","5875","2678",+62 (0795) 725 5715,Y,+62 (09) 333 2416,P,"4","Editor, commissioning",prayogaaurora@example.com,"2"
